"Notes","Year","Year Code","Census Division of Residence","Census Division of Residence Code","Age of Mother 9","Age of Mother 9 Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Month Prenatal Care Began","Month Prenatal Care Began Code",Births,Average Number of Prenatal Visits
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","8th month","08",315,4.46
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","9th month","09",132,3.27
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","Unknown or Not Stated","99",255,7.70
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","No prenatal care","00",56,0.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","1st month","01",35,12.53
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","2nd month","02",580,12.27
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","3rd month","03",565,11.17
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","4th month","04",228,10.01
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","5th month","05",142,9.18
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","6th month","06",100,8.38
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","7th month","07",84,7.10
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","8th month","08",64,5.17
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","9th month","09",28,3.07
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","Unknown or Not Stated","99",35,7.83
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","No prenatal care","00",72,0.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","2nd month","02",39,11.69
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","3rd month","03",85,10.39
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","4th month","04",65,8.70
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","5th month","05",48,8.52
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","6th month","06",49,6.63
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","7th month","07",45,5.13
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","8th month","08",51,4.49
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","9th month","09",23,3.23
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","Unknown or Not Stated","99",23,7.33
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","No prenatal care","00",18,0.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","2nd month","02",92,10.16
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","3rd month","03",108,10.48
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","4th month","04",47,9.26
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","5th month","05",36,8.37
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","6th month","06",32,7.26
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","7th month","07",17,4.82
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","8th month","08",12,5.08
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","Unknown or Not Stated","99",21,2.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","No prenatal care","00",14,0.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","2nd month","02",34,12.68
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","3rd month","03",51,9.28
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","4th month","04",25,9.82
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","5th month","05",13,8.85
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","6th month","06",13,6.17
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","7th month","07",12,5.92
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","8th month","08",12,5.83
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","Unknown or Not Stated","99",19,5.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","No prenatal care","00",842,0.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","1st month","01",1084,12.53
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","2nd month","02",11695,12.05
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","3rd month","03",12424,10.92
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","4th month","04",4596,9.58
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","5th month","05",2368,8.35
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","6th month","06",1523,7.47
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","7th month","07",1268,6.33
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","8th month","08",1004,4.75
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","9th month","09",489,3.60
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","Unknown or Not Stated","99",1043,7.56
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","No prenatal care","00",207,0.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","1st month","01",457,12.98
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","2nd month","02",6398,12.53
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","3rd month","03",5659,11.54
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","4th month","04",1349,10.11
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","5th month","05",709,9.06
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","6th month","06",394,8.20
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","7th month","07",368,7.19
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","8th month","08",245,5.51
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","9th month","09",98,3.66
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","Unknown or Not Stated","99",354,6.95
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","No prenatal care","00",240,0.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","1st month","01",24,10.50
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","2nd month","02",281,10.96
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","3rd month","03",837,9.80
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","4th month","04",646,8.27
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","5th month","05",350,7.25
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","6th month","06",233,6.25
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","7th month","07",203,5.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","8th month","08",157,3.85
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","9th month","09",72,2.50
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","Unknown or Not Stated","99",105,4.69
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","No prenatal care","00",32,0.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","1st month","01",46,11.50
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","2nd month","02",525,11.18
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","3rd month","03",620,10.87
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","4th month","04",183,9.61
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","5th month","05",101,8.73
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","6th month","06",68,7.64
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","7th month","07",60,6.47
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","8th month","08",60,5.03
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","9th month","09",18,3.94
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","Unknown or Not Stated","99",93,8.89
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","No prenatal care","00",57,0.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","1st month","01",15,12.14
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","2nd month","02",215,12.12
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","3rd month","03",221,11.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","4th month","04",86,8.94
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","5th month","05",53,7.75
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","6th month","06",31,7.94
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","7th month","07",37,6.85
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","8th month","08",23,4.32
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","9th month","09",11,6.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","Unknown or Not Stated","99",186,6.21
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","No prenatal care","00",1029,0.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","1st month","01",1640,12.33
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","2nd month","02",16014,12.12
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","3rd month","03",17025,11.05
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","4th month","04",5959,9.64
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","5th month","05",2748,8.55
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","6th month","06",1739,7.66
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","7th month","07",1432,6.37
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","8th month","08",1136,4.73
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","9th month","09",555,3.62
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","Unknown or Not Stated","99",1279,7.79
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","No prenatal care","00",325,0.00
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","1st month","01",1463,13.10
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","2nd month","02",21694,12.62
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","3rd month","03",17865,11.65
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","4th month","04",3079,10.31
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","5th month","05",1290,9.59
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","6th month","06",733,8.52
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","7th month","07",588,7.33
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","8th month","08",430,5.48
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","9th month","09",172,5.14
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","Unknown or Not Stated","99",735,8.53
,"2022","2022","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Self Pay","3","No prenatal care","00",298,0.00
