"Notes","Year","Year Code","Census Division of Residence","Census Division of Residence Code","Age of Mother 9","Age of Mother 9 Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Month Prenatal Care Began","Month Prenatal Care Began Code",Births,Average Number of Prenatal Visits
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Self Pay","3","6th month","06",97,7.05
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Self Pay","3","7th month","07",91,5.97
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Self Pay","3","8th month","08",86,4.69
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Self Pay","3","9th month","09",61,2.30
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Self Pay","3","Unknown or Not Stated","99",47,3.40
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Other","4","No prenatal care","00",34,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Other","4","1st month","01",12,10.58
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Other","4","2nd month","02",65,11.33
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Other","4","3rd month","03",51,9.96
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Other","4","4th month","04",33,8.30
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Other","4","5th month","05",27,7.89
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Other","4","6th month","06",13,5.77
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Other","4","7th month","07",16,5.94
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Other","4","8th month","08",16,3.69
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Other","4","9th month","09",10,2.40
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Unknown or Not Stated","9","No prenatal care","00",22,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Unknown or Not Stated","9","1st month","01",23,11.70
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Unknown or Not Stated","9","2nd month","02",72,10.67
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Unknown or Not Stated","9","3rd month","03",71,10.21
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Unknown or Not Stated","9","4th month","04",18,10.00
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Unknown or Not Stated","9","5th month","05",23,8.96
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Unknown or Not Stated","9","7th month","07",14,6.50
,"2023","2023","Division 7: West South Central","CENS-D7","15-19 years","15-19","Unknown or Not Stated","9","8th month","08",14,4.29
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","No prenatal care","00",2964,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","1st month","01",3898,12.03
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","2nd month","02",22464,12.02
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","3rd month","03",20896,10.94
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","4th month","04",10129,9.90
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","5th month","05",5783,8.58
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","6th month","06",3653,7.65
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","7th month","07",3059,6.89
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","8th month","08",2321,5.49
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","9th month","09",1001,2.62
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","10th month","10",34,1.26
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Medicaid","1","Unknown or Not Stated","99",1967,2.58
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Private Insurance","2","No prenatal care","00",691,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Private Insurance","2","1st month","01",1249,12.14
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Private Insurance","2","2nd month","02",9471,12.07
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Private Insurance","2","3rd month","03",8019,11.09
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Private Insurance","2","4th month","04",2538,10.12
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Private Insurance","2","5th month","05",1199,8.84
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Private Insurance","2","6th month","06",675,7.70
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Private Insurance","2","7th month","07",607,6.75
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Private Insurance","2","8th month","08",374,5.15
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Private Insurance","2","9th month","09",150,2.39
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Private Insurance","2","Unknown or Not Stated","99",590,2.99
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Self Pay","3","No prenatal care","00",765,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Self Pay","3","1st month","01",253,10.48
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Self Pay","3","2nd month","02",1101,11.22
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Self Pay","3","3rd month","03",1291,10.96
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Self Pay","3","4th month","04",636,9.59
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Self Pay","3","5th month","05",358,8.39
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Self Pay","3","6th month","06",259,6.97
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Self Pay","3","7th month","07",237,6.05
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Self Pay","3","8th month","08",214,4.42
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Self Pay","3","9th month","09",192,2.36
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Self Pay","3","Unknown or Not Stated","99",166,2.65
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Other","4","No prenatal care","00",119,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Other","4","1st month","01",87,12.80
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Other","4","2nd month","02",431,12.09
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Other","4","3rd month","03",387,11.26
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Other","4","4th month","04",133,9.40
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Other","4","5th month","05",67,8.45
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Other","4","6th month","06",59,8.00
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Other","4","7th month","07",53,5.91
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Other","4","8th month","08",50,4.22
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Other","4","9th month","09",23,2.35
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Other","4","Unknown or Not Stated","99",26,5.50
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Unknown or Not Stated","9","No prenatal care","00",44,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Unknown or Not Stated","9","1st month","01",184,10.52
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Unknown or Not Stated","9","2nd month","02",744,10.40
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Unknown or Not Stated","9","3rd month","03",503,10.03
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Unknown or Not Stated","9","4th month","04",198,9.58
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Unknown or Not Stated","9","5th month","05",92,8.78
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Unknown or Not Stated","9","6th month","06",55,7.29
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Unknown or Not Stated","9","7th month","07",55,6.75
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Unknown or Not Stated","9","8th month","08",41,5.17
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Unknown or Not Stated","9","9th month","09",19,2.89
,"2023","2023","Division 7: West South Central","CENS-D7","20-24 years","20-24","Unknown or Not Stated","9","Unknown or Not Stated","99",30,1.00
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","No prenatal care","00",2854,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","1st month","01",3919,12.26
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","2nd month","02",21770,12.13
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","3rd month","03",20824,11.00
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","4th month","04",9776,9.88
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","5th month","05",5331,8.68
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","6th month","06",3230,7.67
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","7th month","07",2817,6.98
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","8th month","08",2179,5.40
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","9th month","09",940,2.67
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","10th month","10",14,1.21
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Medicaid","1","Unknown or Not Stated","99",2047,2.95
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Private Insurance","2","No prenatal care","00",1096,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Private Insurance","2","1st month","01",3533,12.58
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Private Insurance","2","2nd month","02",26394,12.17
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Private Insurance","2","3rd month","03",20941,11.14
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Private Insurance","2","4th month","04",5332,10.09
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Private Insurance","2","5th month","05",2051,8.96
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Private Insurance","2","6th month","06",1231,8.02
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Private Insurance","2","7th month","07",955,6.97
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Private Insurance","2","8th month","08",652,5.35
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Private Insurance","2","9th month","09",233,2.73
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Private Insurance","2","Unknown or Not Stated","99",1481,2.25
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","No prenatal care","00",838,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","1st month","01",352,10.91
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","2nd month","02",1864,11.66
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","3rd month","03",2557,11.29
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","4th month","04",1075,9.98
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","5th month","05",500,8.52
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","6th month","06",367,7.58
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","7th month","07",341,6.55
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","8th month","08",322,4.93
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","9th month","09",210,2.37
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","10th month","10",11,1.09
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Self Pay","3","Unknown or Not Stated","99",222,4.95
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Other","4","No prenatal care","00",134,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Other","4","1st month","01",89,12.22
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Other","4","2nd month","02",583,12.35
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Other","4","3rd month","03",576,11.30
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Other","4","4th month","04",168,9.70
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Other","4","5th month","05",111,8.57
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Other","4","6th month","06",69,7.10
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Other","4","7th month","07",67,6.21
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Other","4","8th month","08",42,4.26
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Other","4","9th month","09",21,1.90
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Other","4","Unknown or Not Stated","99",51,2.50
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Unknown or Not Stated","9","No prenatal care","00",54,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Unknown or Not Stated","9","1st month","01",262,10.82
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Unknown or Not Stated","9","2nd month","02",1060,10.57
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Unknown or Not Stated","9","3rd month","03",739,10.30
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Unknown or Not Stated","9","4th month","04",195,9.39
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Unknown or Not Stated","9","5th month","05",98,8.82
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Unknown or Not Stated","9","6th month","06",68,7.25
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Unknown or Not Stated","9","7th month","07",59,6.54
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Unknown or Not Stated","9","8th month","08",51,4.88
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Unknown or Not Stated","9","9th month","09",17,3.76
,"2023","2023","Division 7: West South Central","CENS-D7","25-29 years","25-29","Unknown or Not Stated","9","Unknown or Not Stated","99",49,1.00
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","No prenatal care","00",2144,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","1st month","01",2553,12.05
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","2nd month","02",13835,12.28
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","3rd month","03",14366,11.17
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","4th month","04",7021,9.98
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","5th month","05",3695,8.69
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","6th month","06",2224,7.71
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","7th month","07",1958,7.05
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","8th month","08",1525,5.46
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","9th month","09",670,2.54
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","10th month","10",12,1.58
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Medicaid","1","Unknown or Not Stated","99",1512,2.62
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Private Insurance","2","No prenatal care","00",1217,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Private Insurance","2","1st month","01",4953,12.72
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Private Insurance","2","2nd month","02",31234,12.21
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Private Insurance","2","3rd month","03",26964,11.08
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Private Insurance","2","4th month","04",6511,9.99
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Private Insurance","2","5th month","05",2253,8.95
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Private Insurance","2","6th month","06",1238,7.97
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Private Insurance","2","7th month","07",994,6.77
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Private Insurance","2","8th month","08",665,5.15
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Private Insurance","2","9th month","09",246,2.80
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Private Insurance","2","Unknown or Not Stated","99",2040,2.46
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","No prenatal care","00",698,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","1st month","01",393,11.42
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","2nd month","02",1852,12.03
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","3rd month","03",2642,11.17
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","4th month","04",968,10.26
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","5th month","05",519,8.78
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","6th month","06",351,7.66
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","7th month","07",293,6.48
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","8th month","08",348,4.73
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","9th month","09",175,2.65
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","Unknown or Not Stated","99",179,3.76
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","No prenatal care","00",77,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","1st month","01",86,12.84
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","2nd month","02",543,12.40
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","3rd month","03",567,11.52
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","4th month","04",161,9.51
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","5th month","05",80,8.16
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","6th month","06",50,6.64
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","7th month","07",44,5.48
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","8th month","08",49,4.43
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","9th month","09",28,2.50
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","Unknown or Not Stated","99",27,4.00
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","No prenatal care","00",41,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","1st month","01",269,10.53
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","2nd month","02",834,10.58
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","3rd month","03",583,10.36
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","4th month","04",165,9.40
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","5th month","05",85,8.45
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","6th month","06",51,7.29
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","7th month","07",47,6.23
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","8th month","08",28,4.79
,"2023","2023","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","Unknown or Not Stated","99",37,6.40
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","No prenatal care","00",1070,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","1st month","01",1126,12.23
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","2nd month","02",5893,12.51
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","3rd month","03",6541,11.44
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","4th month","04",3390,10.12
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","5th month","05",1891,8.79
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","6th month","06",1187,7.69
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","7th month","07",998,6.72
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","8th month","08",740,5.20
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","9th month","09",330,2.53
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","Unknown or Not Stated","99",641,2.03
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","No prenatal care","00",666,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","1st month","01",2892,13.05
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","2nd month","02",15218,12.49
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","3rd month","03",14670,11.18
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","4th month","04",3751,9.95
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","5th month","05",1260,8.81
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","6th month","06",631,7.88
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","7th month","07",530,6.71
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","8th month","08",364,5.23
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","9th month","09",134,2.79
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","Unknown or Not Stated","99",1167,2.23
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","No prenatal care","00",387,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","1st month","01",196,11.68
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","2nd month","02",913,11.85
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","3rd month","03",1416,11.40
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","4th month","04",570,10.09
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","5th month","05",312,8.96
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","6th month","06",198,7.71
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","7th month","07",210,6.61
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","8th month","08",227,4.83
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","9th month","09",104,2.56
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","Unknown or Not Stated","99",88,5.53
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","No prenatal care","00",35,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","1st month","01",41,13.41
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","2nd month","02",210,12.51
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","3rd month","03",249,11.42
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","4th month","04",106,9.62
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","5th month","05",46,9.46
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","6th month","06",31,6.39
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","7th month","07",30,5.63
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","8th month","08",19,5.26
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","9th month","09",10,2.50
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","Unknown or Not Stated","99",17,Not Applicable
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","No prenatal care","00",19,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","1st month","01",136,10.50
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","2nd month","02",383,10.80
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","3rd month","03",297,10.62
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","4th month","04",86,9.95
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","5th month","05",35,8.23
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","6th month","06",32,9.66
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","7th month","07",14,6.14
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","8th month","08",12,4.50
