"Notes","Year","Year Code","State of Residence","State of Residence Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2020","2020","Texas","48","Unknown or Not Stated","9","Vaginal","1","None checked","1",5229
,"2020","2020","Texas","48","Unknown or Not Stated","9","Cesarean","2","At least one checked","0",25
,"2020","2020","Texas","48","Unknown or Not Stated","9","Cesarean","2","None checked","1",2001
,"2020","2020","Texas","48","Unknown or Not Stated","9","Unknown or Not Stated","9","None checked","1",27
,"2020","2020","Utah","49","Medicaid","1","Vaginal","1","At least one checked","0",112
,"2020","2020","Utah","49","Medicaid","1","Vaginal","1","None checked","1",7428
,"2020","2020","Utah","49","Medicaid","1","Cesarean","2","At least one checked","0",58
,"2020","2020","Utah","49","Medicaid","1","Cesarean","2","None checked","1",2448
,"2020","2020","Utah","49","Private Insurance","2","Vaginal","1","At least one checked","0",429
,"2020","2020","Utah","49","Private Insurance","2","Vaginal","1","None checked","1",22124
,"2020","2020","Utah","49","Private Insurance","2","Cesarean","2","At least one checked","0",182
,"2020","2020","Utah","49","Private Insurance","2","Cesarean","2","None checked","1",6679
,"2020","2020","Utah","49","Self Pay","3","Vaginal","1","At least one checked","0",48
,"2020","2020","Utah","49","Self Pay","3","Vaginal","1","None checked","1",2589
,"2020","2020","Utah","49","Self Pay","3","Cesarean","2","None checked","1",356
,"2020","2020","Utah","49","Other","4","Vaginal","1","At least one checked","0",26
,"2020","2020","Utah","49","Other","4","Vaginal","1","None checked","1",1502
,"2020","2020","Utah","49","Other","4","Cesarean","2","None checked","1",518
,"2020","2020","Utah","49","Unknown or Not Stated","9","Vaginal","1","At least one checked","0",13
,"2020","2020","Utah","49","Unknown or Not Stated","9","Vaginal","1","None checked","1",868
,"2020","2020","Utah","49","Unknown or Not Stated","9","Cesarean","2","At least one checked","0",12
,"2020","2020","Utah","49","Unknown or Not Stated","9","Cesarean","2","None checked","1",293
,"2020","2020","Vermont","50","Medicaid","1","Vaginal","1","At least one checked","0",22
,"2020","2020","Vermont","50","Medicaid","1","Vaginal","1","None checked","1",1480
,"2020","2020","Vermont","50","Medicaid","1","Cesarean","2","None checked","1",541
,"2020","2020","Vermont","50","Private Insurance","2","Vaginal","1","At least one checked","0",60
,"2020","2020","Vermont","50","Private Insurance","2","Vaginal","1","None checked","1",2030
,"2020","2020","Vermont","50","Private Insurance","2","Cesarean","2","At least one checked","0",12
,"2020","2020","Vermont","50","Private Insurance","2","Cesarean","2","None checked","1",774
,"2020","2020","Vermont","50","Self Pay","3","Vaginal","1","None checked","1",89
,"2020","2020","Vermont","50","Self Pay","3","Cesarean","2","None checked","1",22
,"2020","2020","Vermont","50","Other","4","Vaginal","1","None checked","1",58
,"2020","2020","Vermont","50","Other","4","Cesarean","2","None checked","1",22
,"2020","2020","Virginia","51","Medicaid","1","Vaginal","1","At least one checked","0",83
,"2020","2020","Virginia","51","Medicaid","1","Vaginal","1","None checked","1",20018
,"2020","2020","Virginia","51","Medicaid","1","Cesarean","2","At least one checked","0",69
,"2020","2020","Virginia","51","Medicaid","1","Cesarean","2","None checked","1",9896
,"2020","2020","Virginia","51","Medicaid","1","Unknown or Not Stated","9","None checked","1",14
,"2020","2020","Virginia","51","Private Insurance","2","Vaginal","1","At least one checked","0",259
,"2020","2020","Virginia","51","Private Insurance","2","Vaginal","1","None checked","1",33839
,"2020","2020","Virginia","51","Private Insurance","2","Cesarean","2","At least one checked","0",81
,"2020","2020","Virginia","51","Private Insurance","2","Cesarean","2","None checked","1",17421
,"2020","2020","Virginia","51","Private Insurance","2","Unknown or Not Stated","9","None checked","1",24
,"2020","2020","Virginia","51","Self Pay","3","Vaginal","1","At least one checked","0",20
,"2020","2020","Virginia","51","Self Pay","3","Vaginal","1","None checked","1",3795
,"2020","2020","Virginia","51","Self Pay","3","Cesarean","2","None checked","1",1099
,"2020","2020","Virginia","51","Other","4","Vaginal","1","At least one checked","0",90
,"2020","2020","Virginia","51","Other","4","Vaginal","1","None checked","1",5556
,"2020","2020","Virginia","51","Other","4","Cesarean","2","At least one checked","0",14
,"2020","2020","Virginia","51","Other","4","Cesarean","2","None checked","1",2199
,"2020","2020","Virginia","51","Unknown or Not Stated","9","Vaginal","1","None checked","1",206
,"2020","2020","Virginia","51","Unknown or Not Stated","9","Cesarean","2","None checked","1",41
,"2020","2020","Washington","53","Medicaid","1","Vaginal","1","At least one checked","0",276
,"2020","2020","Washington","53","Medicaid","1","Vaginal","1","None checked","1",21627
,"2020","2020","Washington","53","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",85
,"2020","2020","Washington","53","Medicaid","1","Cesarean","2","At least one checked","0",155
,"2020","2020","Washington","53","Medicaid","1","Cesarean","2","None checked","1",8158
,"2020","2020","Washington","53","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",43
,"2020","2020","Washington","53","Medicaid","1","Unknown or Not Stated","9","None checked","1",27
,"2020","2020","Washington","53","Private Insurance","2","Vaginal","1","At least one checked","0",564
,"2020","2020","Washington","53","Private Insurance","2","Vaginal","1","None checked","1",31260
,"2020","2020","Washington","53","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",178
,"2020","2020","Washington","53","Private Insurance","2","Cesarean","2","At least one checked","0",127
,"2020","2020","Washington","53","Private Insurance","2","Cesarean","2","None checked","1",13315
,"2020","2020","Washington","53","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",91
,"2020","2020","Washington","53","Private Insurance","2","Unknown or Not Stated","9","None checked","1",55
,"2020","2020","Washington","53","Private Insurance","2","Unknown or Not Stated","9","Unknown or Not Stated","9",16
,"2020","2020","Washington","53","Self Pay","3","Vaginal","1","None checked","1",769
,"2020","2020","Washington","53","Self Pay","3","Cesarean","2","None checked","1",106
,"2020","2020","Washington","53","Other","4","Vaginal","1","At least one checked","0",62
,"2020","2020","Washington","53","Other","4","Vaginal","1","None checked","1",3508
,"2020","2020","Washington","53","Other","4","Vaginal","1","Unknown or Not Stated","9",14
,"2020","2020","Washington","53","Other","4","Cesarean","2","At least one checked","0",25
,"2020","2020","Washington","53","Other","4","Cesarean","2","None checked","1",1281
,"2020","2020","Washington","53","Other","4","Cesarean","2","Unknown or Not Stated","9",12
,"2020","2020","Washington","53","Other","4","Unknown or Not Stated","9","None checked","1",23
,"2020","2020","Washington","53","Other","4","Unknown or Not Stated","9","Unknown or Not Stated","9",12
,"2020","2020","Washington","53","Unknown or Not Stated","9","Vaginal","1","At least one checked","0",16
,"2020","2020","Washington","53","Unknown or Not Stated","9","Vaginal","1","None checked","1",845
,"2020","2020","Washington","53","Unknown or Not Stated","9","Vaginal","1","Unknown or Not Stated","9",43
,"2020","2020","Washington","53","Unknown or Not Stated","9","Cesarean","2","None checked","1",311
,"2020","2020","Washington","53","Unknown or Not Stated","9","Cesarean","2","Unknown or Not Stated","9",19
,"2020","2020","Washington","53","Unknown or Not Stated","9","Unknown or Not Stated","9","None checked","1",16
,"2020","2020","Washington","53","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",24
,"2020","2020","West Virginia","54","Medicaid","1","Vaginal","1","At least one checked","0",52
,"2020","2020","West Virginia","54","Medicaid","1","Vaginal","1","None checked","1",5319
,"2020","2020","West Virginia","54","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",37
,"2020","2020","West Virginia","54","Medicaid","1","Cesarean","2","At least one checked","0",41
,"2020","2020","West Virginia","54","Medicaid","1","Cesarean","2","None checked","1",2798
,"2020","2020","West Virginia","54","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",54
,"2020","2020","West Virginia","54","Private Insurance","2","Vaginal","1","At least one checked","0",86
,"2020","2020","West Virginia","54","Private Insurance","2","Vaginal","1","None checked","1",5375
,"2020","2020","West Virginia","54","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",31
,"2020","2020","West Virginia","54","Private Insurance","2","Cesarean","2","At least one checked","0",37
,"2020","2020","West Virginia","54","Private Insurance","2","Cesarean","2","None checked","1",2764
,"2020","2020","West Virginia","54","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",31
,"2020","2020","West Virginia","54","Self Pay","3","Vaginal","1","None checked","1",288
,"2020","2020","West Virginia","54","Self Pay","3","Cesarean","2","None checked","1",85
,"2020","2020","West Virginia","54","Other","4","Vaginal","1","None checked","1",136
,"2020","2020","West Virginia","54","Other","4","Cesarean","2","None checked","1",68
,"2020","2020","West Virginia","54","Unknown or Not Stated","9","Vaginal","1","None checked","1",66
,"2020","2020","West Virginia","54","Unknown or Not Stated","9","Cesarean","2","None checked","1",38
,"2020","2020","Wisconsin","55","Medicaid","1","Vaginal","1","At least one checked","0",222
,"2020","2020","Wisconsin","55","Medicaid","1","Vaginal","1","None checked","1",15485
,"2020","2020","Wisconsin","55","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",17
,"2020","2020","Wisconsin","55","Medicaid","1","Cesarean","2","At least one checked","0",122
,"2020","2020","Wisconsin","55","Medicaid","1","Cesarean","2","None checked","1",5769
,"2020","2020","Wisconsin","55","Private Insurance","2","Vaginal","1","At least one checked","0",771
,"2020","2020","Wisconsin","55","Private Insurance","2","Vaginal","1","None checked","1",25036
,"2020","2020","Wisconsin","55","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",20
,"2020","2020","Wisconsin","55","Private Insurance","2","Cesarean","2","At least one checked","0",109
,"2020","2020","Wisconsin","55","Private Insurance","2","Cesarean","2","None checked","1",9594
,"2020","2020","Wisconsin","55","Self Pay","3","Vaginal","1","At least one checked","0",22
,"2020","2020","Wisconsin","55","Self Pay","3","Vaginal","1","None checked","1",1812
,"2020","2020","Wisconsin","55","Self Pay","3","Vaginal","1","Unknown or Not Stated","9",13
,"2020","2020","Wisconsin","55","Self Pay","3","Cesarean","2","None checked","1",127
,"2020","2020","Wisconsin","55","Other","4","Vaginal","1","At least one checked","0",12
,"2020","2020","Wisconsin","55","Other","4","Vaginal","1","None checked","1",695
,"2020","2020","Wisconsin","55","Other","4","Cesarean","2","None checked","1",287
,"2020","2020","Wisconsin","55","Unknown or Not Stated","9","Vaginal","1","None checked","1",301
,"2020","2020","Wisconsin","55","Unknown or Not Stated","9","Cesarean","2","None checked","1",116
,"2020","2020","Wyoming","56","Medicaid","1","Vaginal","1","At least one checked","0",17
,"2020","2020","Wyoming","56","Medicaid","1","Vaginal","1","None checked","1",1332
,"2020","2020","Wyoming","56","Medicaid","1","Cesarean","2","None checked","1",476
,"2020","2020","Wyoming","56","Private Insurance","2","Vaginal","1","At least one checked","0",44
,"2020","2020","Wyoming","56","Private Insurance","2","Vaginal","1","None checked","1",2484
,"2020","2020","Wyoming","56","Private Insurance","2","Cesarean","2","At least one checked","0",11
,"2020","2020","Wyoming","56","Private Insurance","2","Cesarean","2","None checked","1",928
,"2020","2020","Wyoming","56","Self Pay","3","Vaginal","1","None checked","1",366
,"2020","2020","Wyoming","56","Self Pay","3","Cesarean","2","None checked","1",83
,"2020","2020","Wyoming","56","Other","4","Vaginal","1","None checked","1",248
,"2020","2020","Wyoming","56","Other","4","Cesarean","2","None checked","1",100
,"2020","2020","Wyoming","56","Unknown or Not Stated","9","Vaginal","1","None checked","1",16
,"2021","2021","Alabama","01","Medicaid","1","Vaginal","1","At least one checked","0",143
,"2021","2021","Alabama","01","Medicaid","1","Vaginal","1","None checked","1",18318
,"2021","2021","Alabama","01","Medicaid","1","Cesarean","2","At least one checked","0",162
,"2021","2021","Alabama","01","Medicaid","1","Cesarean","2","None checked","1",9159
,"2021","2021","Alabama","01","Private Insurance","2","Vaginal","1","At least one checked","0",252
,"2021","2021","Alabama","01","Private Insurance","2","Vaginal","1","None checked","1",16789
,"2021","2021","Alabama","01","Private Insurance","2","Cesarean","2","At least one checked","0",90
,"2021","2021","Alabama","01","Private Insurance","2","Cesarean","2","None checked","1",10176
,"2021","2021","Alabama","01","Self Pay","3","Vaginal","1","At least one checked","0",18
,"2021","2021","Alabama","01","Self Pay","3","Vaginal","1","None checked","1",1013
,"2021","2021","Alabama","01","Self Pay","3","Cesarean","2","At least one checked","0",10
,"2021","2021","Alabama","01","Self Pay","3","Cesarean","2","None checked","1",248
,"2021","2021","Alabama","01","Other","4","Vaginal","1","At least one checked","0",16
,"2021","2021","Alabama","01","Other","4","Vaginal","1","None checked","1",1078
,"2021","2021","Alabama","01","Other","4","Cesarean","2","At least one checked","0",12
,"2021","2021","Alabama","01","Other","4","Cesarean","2","None checked","1",536
,"2021","2021","Alabama","01","Unknown or Not Stated","9","Vaginal","1","None checked","1",24
,"2021","2021","Alaska","02","Medicaid","1","Vaginal","1","At least one checked","0",81
,"2021","2021","Alaska","02","Medicaid","1","Vaginal","1","None checked","1",2672
,"2021","2021","Alaska","02","Medicaid","1","Cesarean","2","At least one checked","0",20
,"2021","2021","Alaska","02","Medicaid","1","Cesarean","2","None checked","1",780
,"2021","2021","Alaska","02","Private Insurance","2","Vaginal","1","At least one checked","0",61
