"Notes","Year","Year Code","Census Division of Residence","Census Division of Residence Code","Age of Mother 9","Age of Mother 9 Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Month Prenatal Care Began","Month Prenatal Care Began Code",Births,Average Number of Prenatal Visits
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","2nd month","02",865,12.52
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","3rd month","03",787,11.53
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","4th month","04",281,9.80
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","5th month","05",179,9.19
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","6th month","06",116,8.25
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","7th month","07",87,6.95
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","8th month","08",69,5.35
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","9th month","09",20,2.58
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","Unknown or Not Stated","99",84,10.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","No prenatal care","00",73,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","2nd month","02",70,9.97
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","3rd month","03",132,9.66
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","4th month","04",90,9.02
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","5th month","05",76,7.85
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","6th month","06",57,6.86
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","7th month","07",46,5.09
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","8th month","08",43,4.67
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","9th month","09",23,2.57
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Self Pay","3","Unknown or Not Stated","99",28,6.33
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","No prenatal care","00",13,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","1st month","01",11,12.82
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","2nd month","02",131,11.35
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","3rd month","03",147,11.09
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","4th month","04",57,9.72
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","5th month","05",36,9.83
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","6th month","06",23,9.13
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","7th month","07",18,6.44
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","8th month","08",17,4.65
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Other","4","Unknown or Not Stated","99",17,Not Applicable
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","No prenatal care","00",15,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","2nd month","02",45,11.63
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","3rd month","03",67,12.59
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","4th month","04",31,9.76
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","5th month","05",20,8.68
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","6th month","06",10,6.60
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","7th month","07",14,6.07
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","8th month","08",10,4.60
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Unknown or Not Stated","9","Unknown or Not Stated","99",26,6.88
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","No prenatal care","00",779,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","1st month","01",1880,12.26
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","2nd month","02",13636,12.18
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","3rd month","03",12599,11.23
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","4th month","04",4813,9.84
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","5th month","05",2550,8.62
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","6th month","06",1658,7.60
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","7th month","07",1279,6.46
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","8th month","08",1086,4.94
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","9th month","09",468,3.29
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","10th month","10",13,2.15
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Medicaid","1","Unknown or Not Stated","99",1274,8.28
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","No prenatal care","00",224,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","1st month","01",829,12.93
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","2nd month","02",7995,12.69
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","3rd month","03",6225,11.63
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","4th month","04",1638,10.36
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","5th month","05",828,9.46
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","6th month","06",472,8.57
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","7th month","07",357,6.86
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","8th month","08",272,5.58
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","9th month","09",114,3.95
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Private Insurance","2","Unknown or Not Stated","99",468,9.23
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","No prenatal care","00",242,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","1st month","01",45,10.27
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","2nd month","02",397,11.21
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","3rd month","03",844,10.23
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","4th month","04",549,8.49
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","5th month","05",416,7.47
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","6th month","06",265,6.06
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","7th month","07",212,4.98
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","8th month","08",174,3.73
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","9th month","09",62,2.31
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Self Pay","3","Unknown or Not Stated","99",97,5.93
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","No prenatal care","00",27,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","1st month","01",76,12.03
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","2nd month","02",771,12.02
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","3rd month","03",679,11.25
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","4th month","04",233,9.37
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","5th month","05",139,8.72
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","6th month","06",84,7.71
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","7th month","07",68,6.49
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","8th month","08",52,4.65
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","9th month","09",27,2.78
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Other","4","Unknown or Not Stated","99",51,6.12
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","No prenatal care","00",36,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","1st month","01",33,12.17
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","2nd month","02",258,12.60
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","3rd month","03",249,11.55
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","4th month","04",85,9.82
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","5th month","05",47,8.60
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","6th month","06",30,7.46
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","7th month","07",30,6.31
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","8th month","08",35,4.09
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","9th month","09",17,2.69
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","20-24 years","20-24","Unknown or Not Stated","9","Unknown or Not Stated","99",180,7.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","No prenatal care","00",1021,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","1st month","01",2730,12.44
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","2nd month","02",18802,12.35
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","3rd month","03",16805,11.33
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","4th month","04",5902,9.92
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","5th month","05",2972,8.57
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","6th month","06",1926,7.70
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","7th month","07",1473,6.59
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","8th month","08",1268,4.94
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","9th month","09",557,3.04
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Medicaid","1","Unknown or Not Stated","99",1460,8.31
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","No prenatal care","00",357,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","1st month","01",2549,12.80
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","2nd month","02",26305,12.71
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","3rd month","03",18183,11.79
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","4th month","04",3214,10.55
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","5th month","05",1372,9.63
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","6th month","06",828,8.73
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","7th month","07",627,7.52
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","8th month","08",445,5.75
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","9th month","09",155,3.59
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Private Insurance","2","Unknown or Not Stated","99",1016,10.66
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Self Pay","3","No prenatal care","00",267,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","25-29 years","25-29","Self Pay","3","1st month","01",95,10.57
