"Notes","Year","Year Code","State of Residence","State of Residence Code","Age of Mother 9","Age of Mother 9 Code","Mother's Pre-pregnancy BMI","Mother's Pre-pregnancy BMI Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2019","2019","California","06","30-34 years","30-34","Underweight <18.5","1","None checked","1",3952
,"2019","2019","California","06","30-34 years","30-34","Underweight <18.5","1","Unknown or Not Stated","9",17
,"2019","2019","California","06","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",890
,"2019","2019","California","06","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",60098
,"2019","2019","California","06","30-34 years","30-34","Normal 18.5-24.9","2","Unknown or Not Stated","9",126
,"2019","2019","California","06","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",467
,"2019","2019","California","06","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",36277
,"2019","2019","California","06","30-34 years","30-34","Overweight 25.0-29.9","3","Unknown or Not Stated","9",45
,"2019","2019","California","06","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",150
,"2019","2019","California","06","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",19343
,"2019","2019","California","06","30-34 years","30-34","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",13
,"2019","2019","California","06","30-34 years","30-34","Obesity II 35.0-39.9","5","At least one checked","0",66
,"2019","2019","California","06","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",8853
,"2019","2019","California","06","30-34 years","30-34","Extreme Obesity III > 39.9","6","At least one checked","0",48
,"2019","2019","California","06","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",5578
,"2019","2019","California","06","30-34 years","30-34","Unknown or Not Stated","9","At least one checked","0",28
,"2019","2019","California","06","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",2644
,"2019","2019","California","06","30-34 years","30-34","Unknown or Not Stated","9","Unknown or Not Stated","9",20
,"2019","2019","California","06","35-39 years","35-39","Underweight <18.5","1","At least one checked","0",35
,"2019","2019","California","06","35-39 years","35-39","Underweight <18.5","1","None checked","1",2063
,"2019","2019","California","06","35-39 years","35-39","Underweight <18.5","1","Unknown or Not Stated","9",10
,"2019","2019","California","06","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",506
,"2019","2019","California","06","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",37862
,"2019","2019","California","06","35-39 years","35-39","Normal 18.5-24.9","2","Unknown or Not Stated","9",111
,"2019","2019","California","06","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",247
,"2019","2019","California","06","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",23312
,"2019","2019","California","06","35-39 years","35-39","Overweight 25.0-29.9","3","Unknown or Not Stated","9",38
,"2019","2019","California","06","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",124
,"2019","2019","California","06","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",12341
,"2019","2019","California","06","35-39 years","35-39","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",16
,"2019","2019","California","06","35-39 years","35-39","Obesity II 35.0-39.9","5","At least one checked","0",46
,"2019","2019","California","06","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",5383
,"2019","2019","California","06","35-39 years","35-39","Extreme Obesity III > 39.9","6","At least one checked","0",31
,"2019","2019","California","06","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",3308
,"2019","2019","California","06","35-39 years","35-39","Unknown or Not Stated","9","At least one checked","0",26
,"2019","2019","California","06","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",1615
,"2019","2019","California","06","35-39 years","35-39","Unknown or Not Stated","9","Unknown or Not Stated","9",25
,"2019","2019","California","06","40-44 years","40-44","Underweight <18.5","1","None checked","1",374
,"2019","2019","California","06","40-44 years","40-44","Normal 18.5-24.9","2","At least one checked","0",107
,"2019","2019","California","06","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",8273
,"2019","2019","California","06","40-44 years","40-44","Normal 18.5-24.9","2","Unknown or Not Stated","9",23
,"2019","2019","California","06","40-44 years","40-44","Overweight 25.0-29.9","3","At least one checked","0",67
,"2019","2019","California","06","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",5850
,"2019","2019","California","06","40-44 years","40-44","Obesity I 30.0-34.9","4","At least one checked","0",29
,"2019","2019","California","06","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",3084
,"2019","2019","California","06","40-44 years","40-44","Obesity II 35.0-39.9","5","At least one checked","0",16
,"2019","2019","California","06","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",1320
,"2019","2019","California","06","40-44 years","40-44","Extreme Obesity III > 39.9","6","At least one checked","0",11
,"2019","2019","California","06","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",760
,"2019","2019","California","06","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",476
,"2019","2019","California","06","45-49 years","45-49","Underweight <18.5","1","None checked","1",31
,"2019","2019","California","06","45-49 years","45-49","Normal 18.5-24.9","2","At least one checked","0",14
,"2019","2019","California","06","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",784
,"2019","2019","California","06","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",560
,"2019","2019","California","06","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",273
,"2019","2019","California","06","45-49 years","45-49","Obesity II 35.0-39.9","5","None checked","1",93
,"2019","2019","California","06","45-49 years","45-49","Extreme Obesity III > 39.9","6","None checked","1",43
,"2019","2019","California","06","45-49 years","45-49","Unknown or Not Stated","9","None checked","1",56
,"2019","2019","California","06","50 years and over","50+","Normal 18.5-24.9","2","None checked","1",111
,"2019","2019","California","06","50 years and over","50+","Overweight 25.0-29.9","3","None checked","1",100
,"2019","2019","California","06","50 years and over","50+","Obesity I 30.0-34.9","4","None checked","1",60
,"2019","2019","California","06","50 years and over","50+","Unknown or Not Stated","9","None checked","1",12
,"2019","2019","Colorado","08","Under 15 years","15","Normal 18.5-24.9","2","None checked","1",12
,"2019","2019","Colorado","08","15-19 years","15-19","Underweight <18.5","1","None checked","1",168
,"2019","2019","Colorado","08","15-19 years","15-19","Normal 18.5-24.9","2","At least one checked","0",20
,"2019","2019","Colorado","08","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",1112
,"2019","2019","Colorado","08","15-19 years","15-19","Overweight 25.0-29.9","3","At least one checked","0",10
,"2019","2019","Colorado","08","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",537
,"2019","2019","Colorado","08","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",255
,"2019","2019","Colorado","08","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",98
,"2019","2019","Colorado","08","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",49
,"2019","2019","Colorado","08","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",209
,"2019","2019","Colorado","08","20-24 years","20-24","Underweight <18.5","1","None checked","1",459
,"2019","2019","Colorado","08","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",69
,"2019","2019","Colorado","08","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",4062
,"2019","2019","Colorado","08","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",29
,"2019","2019","Colorado","08","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",2505
,"2019","2019","Colorado","08","20-24 years","20-24","Obesity I 30.0-34.9","4","At least one checked","0",18
,"2019","2019","Colorado","08","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",1476
,"2019","2019","Colorado","08","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",636
,"2019","2019","Colorado","08","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",385
,"2019","2019","Colorado","08","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",623
,"2019","2019","Colorado","08","25-29 years","25-29","Underweight <18.5","1","At least one checked","0",12
,"2019","2019","Colorado","08","25-29 years","25-29","Underweight <18.5","1","None checked","1",514
,"2019","2019","Colorado","08","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",98
,"2019","2019","Colorado","08","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",7047
,"2019","2019","Colorado","08","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",61
,"2019","2019","Colorado","08","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",4343
,"2019","2019","Colorado","08","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",26
,"2019","2019","Colorado","08","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",2359
,"2019","2019","Colorado","08","25-29 years","25-29","Obesity II 35.0-39.9","5","At least one checked","0",12
,"2019","2019","Colorado","08","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",1148
,"2019","2019","Colorado","08","25-29 years","25-29","Extreme Obesity III > 39.9","6","At least one checked","0",11
,"2019","2019","Colorado","08","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",735
,"2019","2019","Colorado","08","25-29 years","25-29","Unknown or Not Stated","9","At least one checked","0",14
,"2019","2019","Colorado","08","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",895
,"2019","2019","Colorado","08","30-34 years","30-34","Underweight <18.5","1","None checked","1",421
,"2019","2019","Colorado","08","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",116
,"2019","2019","Colorado","08","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",9144
,"2019","2019","Colorado","08","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",66
,"2019","2019","Colorado","08","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",4943
,"2019","2019","Colorado","08","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",23
,"2019","2019","Colorado","08","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",2307
,"2019","2019","Colorado","08","30-34 years","30-34","Obesity II 35.0-39.9","5","At least one checked","0",11
,"2019","2019","Colorado","08","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",1050
,"2019","2019","Colorado","08","30-34 years","30-34","Extreme Obesity III > 39.9","6","At least one checked","0",11
,"2019","2019","Colorado","08","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",670
,"2019","2019","Colorado","08","30-34 years","30-34","Unknown or Not Stated","9","At least one checked","0",14
,"2019","2019","Colorado","08","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",951
,"2019","2019","Colorado","08","35-39 years","35-39","Underweight <18.5","1","None checked","1",211
,"2019","2019","Colorado","08","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",58
,"2019","2019","Colorado","08","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",4749
,"2019","2019","Colorado","08","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",47
,"2019","2019","Colorado","08","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",2839
,"2019","2019","Colorado","08","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",22
,"2019","2019","Colorado","08","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",1303
,"2019","2019","Colorado","08","35-39 years","35-39","Obesity II 35.0-39.9","5","At least one checked","0",10
,"2019","2019","Colorado","08","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",588
,"2019","2019","Colorado","08","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",402
,"2019","2019","Colorado","08","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",522
,"2019","2019","Colorado","08","40-44 years","40-44","Underweight <18.5","1","None checked","1",33
,"2019","2019","Colorado","08","40-44 years","40-44","Normal 18.5-24.9","2","At least one checked","0",11
,"2019","2019","Colorado","08","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",892
,"2019","2019","Colorado","08","40-44 years","40-44","Overweight 25.0-29.9","3","At least one checked","0",12
,"2019","2019","Colorado","08","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",611
,"2019","2019","Colorado","08","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",295
,"2019","2019","Colorado","08","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",107
,"2019","2019","Colorado","08","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",84
,"2019","2019","Colorado","08","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",114
,"2019","2019","Colorado","08","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",49
,"2019","2019","Colorado","08","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",46
,"2019","2019","Colorado","08","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",19
,"2019","2019","Colorado","08","45-49 years","45-49","Unknown or Not Stated","9","None checked","1",10
,"2019","2019","Connecticut","09","15-19 years","15-19","Underweight <18.5","1","None checked","1",61
,"2019","2019","Connecticut","09","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",433
,"2019","2019","Connecticut","09","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",224
,"2019","2019","Connecticut","09","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",88
,"2019","2019","Connecticut","09","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",49
,"2019","2019","Connecticut","09","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",27
