"Notes","Year","Year Code","State of Residence","State of Residence Code","Month Prenatal Care Began","Month Prenatal Care Began Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2019","2019","Florida","12","7th month","07","Vaginal","1","At least one checked","0",28
,"2019","2019","Florida","12","7th month","07","Vaginal","1","None checked","1",3978
,"2019","2019","Florida","12","7th month","07","Cesarean","2","At least one checked","0",12
,"2019","2019","Florida","12","7th month","07","Cesarean","2","None checked","1",1950
,"2019","2019","Florida","12","8th month","08","Vaginal","1","At least one checked","0",20
,"2019","2019","Florida","12","8th month","08","Vaginal","1","None checked","1",3219
,"2019","2019","Florida","12","8th month","08","Cesarean","2","None checked","1",1651
,"2019","2019","Florida","12","9th month","09","Vaginal","1","None checked","1",1049
,"2019","2019","Florida","12","9th month","09","Cesarean","2","None checked","1",468
,"2019","2019","Florida","12","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",59
,"2019","2019","Florida","12","Unknown or Not Stated","99","Vaginal","1","None checked","1",7785
,"2019","2019","Florida","12","Unknown or Not Stated","99","Vaginal","1","Unknown or Not Stated","9",38
,"2019","2019","Florida","12","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",59
,"2019","2019","Florida","12","Unknown or Not Stated","99","Cesarean","2","None checked","1",4468
,"2019","2019","Georgia","13","No prenatal care","00","Vaginal","1","At least one checked","0",47
,"2019","2019","Georgia","13","No prenatal care","00","Vaginal","1","None checked","1",3613
,"2019","2019","Georgia","13","No prenatal care","00","Cesarean","2","At least one checked","0",23
,"2019","2019","Georgia","13","No prenatal care","00","Cesarean","2","None checked","1",1587
,"2019","2019","Georgia","13","1st month","01","Vaginal","1","At least one checked","0",81
,"2019","2019","Georgia","13","1st month","01","Vaginal","1","None checked","1",8578
,"2019","2019","Georgia","13","1st month","01","Vaginal","1","Unknown or Not Stated","9",11
,"2019","2019","Georgia","13","1st month","01","Cesarean","2","At least one checked","0",44
,"2019","2019","Georgia","13","1st month","01","Cesarean","2","None checked","1",5319
,"2019","2019","Georgia","13","2nd month","02","Vaginal","1","At least one checked","0",398
,"2019","2019","Georgia","13","2nd month","02","Vaginal","1","None checked","1",29898
,"2019","2019","Georgia","13","2nd month","02","Vaginal","1","Unknown or Not Stated","9",40
,"2019","2019","Georgia","13","2nd month","02","Cesarean","2","At least one checked","0",153
,"2019","2019","Georgia","13","2nd month","02","Cesarean","2","None checked","1",16274
,"2019","2019","Georgia","13","2nd month","02","Cesarean","2","Unknown or Not Stated","9",17
,"2019","2019","Georgia","13","2nd month","02","Unknown or Not Stated","9","None checked","1",26
,"2019","2019","Georgia","13","3rd month","03","Vaginal","1","At least one checked","0",249
,"2019","2019","Georgia","13","3rd month","03","Vaginal","1","None checked","1",20823
,"2019","2019","Georgia","13","3rd month","03","Vaginal","1","Unknown or Not Stated","9",29
,"2019","2019","Georgia","13","3rd month","03","Cesarean","2","At least one checked","0",102
,"2019","2019","Georgia","13","3rd month","03","Cesarean","2","None checked","1",10843
,"2019","2019","Georgia","13","3rd month","03","Cesarean","2","Unknown or Not Stated","9",16
,"2019","2019","Georgia","13","3rd month","03","Unknown or Not Stated","9","None checked","1",20
,"2019","2019","Georgia","13","4th month","04","Vaginal","1","At least one checked","0",72
,"2019","2019","Georgia","13","4th month","04","Vaginal","1","None checked","1",7162
,"2019","2019","Georgia","13","4th month","04","Vaginal","1","Unknown or Not Stated","9",11
,"2019","2019","Georgia","13","4th month","04","Cesarean","2","At least one checked","0",34
,"2019","2019","Georgia","13","4th month","04","Cesarean","2","None checked","1",3470
,"2019","2019","Georgia","13","5th month","05","Vaginal","1","At least one checked","0",42
,"2019","2019","Georgia","13","5th month","05","Vaginal","1","None checked","1",3763
,"2019","2019","Georgia","13","5th month","05","Cesarean","2","At least one checked","0",20
,"2019","2019","Georgia","13","5th month","05","Cesarean","2","None checked","1",1864
,"2019","2019","Georgia","13","6th month","06","Vaginal","1","At least one checked","0",27
,"2019","2019","Georgia","13","6th month","06","Vaginal","1","None checked","1",2463
,"2019","2019","Georgia","13","6th month","06","Cesarean","2","At least one checked","0",15
,"2019","2019","Georgia","13","6th month","06","Cesarean","2","None checked","1",1064
,"2019","2019","Georgia","13","7th month","07","Vaginal","1","At least one checked","0",17
,"2019","2019","Georgia","13","7th month","07","Vaginal","1","None checked","1",1899
,"2019","2019","Georgia","13","7th month","07","Cesarean","2","At least one checked","0",11
,"2019","2019","Georgia","13","7th month","07","Cesarean","2","None checked","1",838
,"2019","2019","Georgia","13","8th month","08","Vaginal","1","At least one checked","0",11
,"2019","2019","Georgia","13","8th month","08","Vaginal","1","None checked","1",1243
,"2019","2019","Georgia","13","8th month","08","Cesarean","2","None checked","1",603
,"2019","2019","Georgia","13","9th month","09","Vaginal","1","At least one checked","0",10
,"2019","2019","Georgia","13","9th month","09","Vaginal","1","None checked","1",561
,"2019","2019","Georgia","13","9th month","09","Cesarean","2","None checked","1",251
,"2019","2019","Georgia","13","Unknown or Not Stated","99","Vaginal","1","None checked","1",1801
,"2019","2019","Georgia","13","Unknown or Not Stated","99","Vaginal","1","Unknown or Not Stated","9",16
,"2019","2019","Georgia","13","Unknown or Not Stated","99","Cesarean","2","None checked","1",770
,"2019","2019","Georgia","13","Unknown or Not Stated","99","Unknown or Not Stated","9","None checked","1",19
,"2019","2019","Georgia","13","Unknown or Not Stated","99","Unknown or Not Stated","9","Unknown or Not Stated","9",12
,"2019","2019","Hawaii","15","No prenatal care","00","Vaginal","1","None checked","1",640
,"2019","2019","Hawaii","15","No prenatal care","00","Cesarean","2","None checked","1",230
,"2019","2019","Hawaii","15","1st month","01","Vaginal","1","At least one checked","0",30
,"2019","2019","Hawaii","15","1st month","01","Vaginal","1","None checked","1",1266
,"2019","2019","Hawaii","15","1st month","01","Cesarean","2","None checked","1",496
,"2019","2019","Hawaii","15","2nd month","02","Vaginal","1","At least one checked","0",34
,"2019","2019","Hawaii","15","2nd month","02","Vaginal","1","None checked","1",4166
,"2019","2019","Hawaii","15","2nd month","02","Cesarean","2","None checked","1",1566
,"2019","2019","Hawaii","15","3rd month","03","Vaginal","1","None checked","1",2824
,"2019","2019","Hawaii","15","3rd month","03","Cesarean","2","At least one checked","0",10
,"2019","2019","Hawaii","15","3rd month","03","Cesarean","2","None checked","1",967
,"2019","2019","Hawaii","15","4th month","04","Vaginal","1","None checked","1",991
,"2019","2019","Hawaii","15","4th month","04","Cesarean","2","None checked","1",373
,"2019","2019","Hawaii","15","5th month","05","Vaginal","1","None checked","1",517
,"2019","2019","Hawaii","15","5th month","05","Cesarean","2","None checked","1",187
,"2019","2019","Hawaii","15","6th month","06","Vaginal","1","None checked","1",357
,"2019","2019","Hawaii","15","6th month","06","Cesarean","2","None checked","1",116
,"2019","2019","Hawaii","15","7th month","07","Vaginal","1","None checked","1",312
,"2019","2019","Hawaii","15","7th month","07","Cesarean","2","None checked","1",126
,"2019","2019","Hawaii","15","8th month","08","Vaginal","1","None checked","1",290
,"2019","2019","Hawaii","15","8th month","08","Cesarean","2","None checked","1",116
,"2019","2019","Hawaii","15","9th month","09","Vaginal","1","None checked","1",117
,"2019","2019","Hawaii","15","9th month","09","Cesarean","2","None checked","1",29
,"2019","2019","Hawaii","15","Unknown or Not Stated","99","Vaginal","1","None checked","1",723
,"2019","2019","Hawaii","15","Unknown or Not Stated","99","Cesarean","2","None checked","1",269
,"2019","2019","Idaho","16","No prenatal care","00","Vaginal","1","None checked","1",162
,"2019","2019","Idaho","16","No prenatal care","00","Cesarean","2","None checked","1",20
,"2019","2019","Idaho","16","1st month","01","Vaginal","1","At least one checked","0",15
,"2019","2019","Idaho","16","1st month","01","Vaginal","1","None checked","1",567
,"2019","2019","Idaho","16","1st month","01","Cesarean","2","None checked","1",207
,"2019","2019","Idaho","16","2nd month","02","Vaginal","1","At least one checked","0",116
,"2019","2019","Idaho","16","2nd month","02","Vaginal","1","None checked","1",7202
,"2019","2019","Idaho","16","2nd month","02","Cesarean","2","At least one checked","0",31
,"2019","2019","Idaho","16","2nd month","02","Cesarean","2","None checked","1",2500
,"2019","2019","Idaho","16","3rd month","03","Vaginal","1","At least one checked","0",95
,"2019","2019","Idaho","16","3rd month","03","Vaginal","1","None checked","1",5650
,"2019","2019","Idaho","16","3rd month","03","Cesarean","2","At least one checked","0",23
,"2019","2019","Idaho","16","3rd month","03","Cesarean","2","None checked","1",1649
,"2019","2019","Idaho","16","4th month","04","Vaginal","1","At least one checked","0",30
,"2019","2019","Idaho","16","4th month","04","Vaginal","1","None checked","1",1394
,"2019","2019","Idaho","16","4th month","04","Cesarean","2","None checked","1",408
,"2019","2019","Idaho","16","5th month","05","Vaginal","1","None checked","1",583
,"2019","2019","Idaho","16","5th month","05","Cesarean","2","None checked","1",164
,"2019","2019","Idaho","16","6th month","06","Vaginal","1","None checked","1",315
,"2019","2019","Idaho","16","6th month","06","Cesarean","2","None checked","1",80
,"2019","2019","Idaho","16","7th month","07","Vaginal","1","None checked","1",240
,"2019","2019","Idaho","16","7th month","07","Cesarean","2","None checked","1",89
,"2019","2019","Idaho","16","8th month","08","Vaginal","1","None checked","1",159
,"2019","2019","Idaho","16","8th month","08","Cesarean","2","None checked","1",46
,"2019","2019","Idaho","16","9th month","09","Vaginal","1","None checked","1",85
,"2019","2019","Idaho","16","9th month","09","Cesarean","2","None checked","1",25
,"2019","2019","Idaho","16","Unknown or Not Stated","99","Vaginal","1","None checked","1",103
,"2019","2019","Idaho","16","Unknown or Not Stated","99","Cesarean","2","None checked","1",37
,"2019","2019","Illinois","17","No prenatal care","00","Vaginal","1","At least one checked","0",18
,"2019","2019","Illinois","17","No prenatal care","00","Vaginal","1","None checked","1",1332
,"2019","2019","Illinois","17","No prenatal care","00","Cesarean","2","At least one checked","0",31
,"2019","2019","Illinois","17","No prenatal care","00","Cesarean","2","None checked","1",398
,"2019","2019","Illinois","17","1st month","01","Vaginal","1","At least one checked","0",23
,"2019","2019","Illinois","17","1st month","01","Vaginal","1","None checked","1",3320
,"2019","2019","Illinois","17","1st month","01","Cesarean","2","At least one checked","0",28
,"2019","2019","Illinois","17","1st month","01","Cesarean","2","None checked","1",1398
,"2019","2019","Illinois","17","2nd month","02","Vaginal","1","At least one checked","0",571
,"2019","2019","Illinois","17","2nd month","02","Vaginal","1","None checked","1",38430
,"2019","2019","Illinois","17","2nd month","02","Vaginal","1","Unknown or Not Stated","9",18
,"2019","2019","Illinois","17","2nd month","02","Cesarean","2","At least one checked","0",318
,"2019","2019","Illinois","17","2nd month","02","Cesarean","2","None checked","1",17008
,"2019","2019","Illinois","17","2nd month","02","Cesarean","2","Unknown or Not Stated","9",14
,"2019","2019","Illinois","17","3rd month","03","Vaginal","1","At least one checked","0",507
,"2019","2019","Illinois","17","3rd month","03","Vaginal","1","None checked","1",30141
,"2019","2019","Illinois","17","3rd month","03","Vaginal","1","Unknown or Not Stated","9",12
,"2019","2019","Illinois","17","3rd month","03","Cesarean","2","At least one checked","0",277
,"2019","2019","Illinois","17","3rd month","03","Cesarean","2","None checked","1",13855
,"2019","2019","Illinois","17","4th month","04","Vaginal","1","At least one checked","0",109
,"2019","2019","Illinois","17","4th month","04","Vaginal","1","None checked","1",8272
,"2019","2019","Illinois","17","4th month","04","Cesarean","2","At least one checked","0",73
